motif,chromatin_motif,node1,node2,node3,node4
2211,001110010000,chr1:156352215-156353633,chr1:156577117-156579840,chr1:156694887-156697233,chr1:156646687-156648810
3111,101100000001,chr1:156577117-156579840,chr1:156553219-156555439,chr1:156354617-156356333,chr1:156646687-156648810
2211,000210010000,chr1:156694887-156697233,chr1:156577117-156579840,chr1:156553219-156555439,chr1:156646687-156648810
2211,001110010000,chr1:156577117-156579840,chr1:156694887-156697233,chr1:156354617-156356333,chr1:156646687-156648810
2211,010110010000,chr1:156829250-156830792,chr1:156577117-156579840,chr1:156694887-156697233,chr1:156646687-156648810
2211,001110010000,chr1:156895644-156898441,chr1:156577117-156579840,chr1:156694887-156697233,chr1:156646687-156648810
2211,200001010000,chr1:156829250-156830792,chr1:156766497-156768091,chr1:156694887-156697233,chr1:156646687-156648810
3111,111000000001,chr1:156829250-156830792,chr1:156895644-156898441,chr1:156694887-156697233,chr1:156646687-156648810
2211,200000110000,chr1:156861514-156862942,chr1:156895644-156898441,chr1:156694887-156697233,chr1:156646687-156648810
2211,000210010000,chr19:5000995-5002501,chr19:5031044-5032548,chr19:4811144-4812636,chr19:5029285-5030584
2211,110000020000,chr1:204335396-204336730,chr1:204732386-204733896,chr1:204471624-204473410,chr1:204367067-204368707
2211,010100020000,chr1:204399756-204401437,chr1:204732386-204733896,chr1:204471624-204473410,chr1:204367067-204368707
2211,001101010000,chr1:204534280-204536086,chr1:204732386-204733896,chr1:204471624-204473410,chr1:204367067-204368707
2211,001101100000,chr1:204534280-204536086,chr1:204732386-204733896,chr1:204367067-204368707,chr1:204592560-204593973
2211,001101100000,chr1:204534280-204536086,chr1:204732386-204733896,chr1:204367067-204368707,chr1:204910038-204911801
3111,012000000010,chr1:204534280-204536086,chr1:204732386-204733896,chr1:204910038-204911801,chr1:204592560-204593973
3111,102000000010,chr2:44705750-44707704,chr2:44104444-44105980,chr2:44470559-44472181,chr2:44942008-44943806
3221,100000200010,chr2:44705750-44707704,chr2:44104444-44105980,chr2:44618911-44620563,chr2:44942008-44943806
3111,201000000010,chr2:44705750-44707704,chr2:44313660-44315305,chr2:44104444-44105980,chr2:44942008-44943806
3111,102000000010,chr2:44705750-44707704,chr2:45178845-45180197,chr2:44104444-44105980,chr2:44942008-44943806
2211,200000200000,chr2:44705750-44707704,chr2:44517938-44519809,chr2:44104444-44105980,chr2:44470559-44472181
3221,100000200010,chr2:44705750-44707704,chr2:44104444-44105980,chr2:44470559-44472181,chr2:44618911-44620563
3221,100010100010,chr2:44705750-44707704,chr2:44104444-44105980,chr2:44470559-44472181,chr2:44313660-44315305
3111,102000000010,chr2:44705750-44707704,chr2:45178845-45180197,chr2:44104444-44105980,chr2:44470559-44472181
3111,201000000010,chr2:44705750-44707704,chr2:44104444-44105980,chr2:44618911-44620563,chr2:44313660-44315305
3111,102000000010,chr2:44705750-44707704,chr2:45178845-45180197,chr2:44104444-44105980,chr2:44618911-44620563
2211,200010100000,chr2:44705750-44707704,chr2:44517938-44519809,chr2:44104444-44105980,chr2:44313660-44315305
3111,201000000010,chr2:44705750-44707704,chr2:45178845-45180197,chr2:44104444-44105980,chr2:44313660-44315305
3111,300000001000,chr15:62363332-62364866,chr15:62545987-62547458,chr15:62163506-62165028,chr15:62434021-62435893
3221,100020001000,chr15:62598540-62600250,chr15:62363332-62364866,chr15:62545987-62547458,chr15:62163506-62165028
3111,300000001000,chr15:62363332-62364866,chr15:62545987-62547458,chr15:62163506-62165028,chr15:62351886-62353462
3221,100020001000,chr15:62598540-62600250,chr15:62363332-62364866,chr15:62163506-62165028,chr15:62434021-62435893
3111,300000001000,chr15:62351886-62353462,chr15:62363332-62364866,chr15:62163506-62165028,chr15:62434021-62435893
3221,100020001000,chr15:62598540-62600250,chr15:62363332-62364866,chr15:62163506-62165028,chr15:62351886-62353462
3111,300000001000,chr15:62598540-62600250,chr15:62545987-62547458,chr15:62163506-62165028,chr15:62434021-62435893
3111,300000001000,chr15:62351886-62353462,chr15:62545987-62547458,chr15:62163506-62165028,chr15:62434021-62435893
3111,300000001000,chr15:62598540-62600250,chr15:62545987-62547458,chr15:62163506-62165028,chr15:62351886-62353462
3111,300000001000,chr15:62351886-62353462,chr15:62598540-62600250,chr15:62163506-62165028,chr15:62434021-62435893
2211,101010100000,chr14:75488754-75490245,chr14:75327015-75328679,chr14:75554703-75556205,chr14:75380078-75381693
3111,200100000010,chr14:75488754-75490245,chr14:75769718-75771112,chr14:75554703-75556205,chr14:75380078-75381693
2211,100100110000,chr14:75488754-75490245,chr14:75769718-75771112,chr14:75598539-75600325,chr14:75380078-75381693
2211,101000110000,chr14:75488754-75490245,chr14:75769718-75771112,chr14:75327015-75328679,chr14:75380078-75381693
2222,000010210000,chr14:75769718-75771112,chr14:75327015-75328679,chr14:75554703-75556205,chr14:75380078-75381693
2211,100100110000,chr14:75769718-75771112,chr14:75598539-75600325,chr14:75554703-75556205,chr14:75380078-75381693
2211,001100020000,chr14:75769718-75771112,chr14:75773182-75775475,chr14:75598539-75600325,chr14:75380078-75381693
2211,101000020000,chr14:75761163-75763666,chr14:75769718-75771112,chr14:75598539-75600325,chr14:75380078-75381693
3111,002100000001,chr14:75769718-75771112,chr14:75598539-75600325,chr14:75327015-75328679,chr14:75380078-75381693
3322,000010012000,chr20:52555810-52557304,chr20:52531195-52533364,chr20:52194458-52196704,chr20:52485772-52487409
3221,000120001000,chr20:52555810-52557304,chr20:52531195-52533364,chr20:52194458-52196704,chr20:52559693-52561203
3111,100200001000,chr20:52555810-52557304,chr20:52194458-52196704,chr20:52485772-52487409,chr20:52559693-52561203
2211,101010010000,chr20:52555810-52557304,chr20:52194458-52196704,chr20:52678704-52680244,chr20:52559693-52561203
2211,101002000000,chr9:129373301-129374949,chr9:129466782-129469691,chr9:129534776-129536169,chr9:129543390-129545089
3111,111000000100,chr9:129373301-129374949,chr9:129466782-129469691,chr9:129253016-129254691,chr9:129543390-129545089
2211,100101100000,chr9:128320135-128321871,chr9:129466782-129469691,chr9:129253016-129254691,chr9:129543390-129545089
2211,101001100000,chr9:129466782-129469691,chr9:129253016-129254691,chr9:129063690-129065429,chr9:129543390-129545089
2211,101001100000,chr9:129466782-129469691,chr9:129253016-129254691,chr9:129319613-129321265,chr9:129543390-129545089
2211,100110100000,chr16:57609683-57611522,chr16:57660829-57663149,chr16:57633684-57635360,chr16:57790548-57792047
2211,002000200000,chr12:14016432-14017979,chr12:13430535-13431986,chr12:14319410-14321084,chr12:14094192-14095517
2211,002000200000,chr12:14016432-14017979,chr12:13892031-13893502,chr12:14319410-14321084,chr12:14094192-14095517
3111,003000000010,chr7:28665725-28667070,chr7:29141632-29143045,chr7:28428277-28430272,chr7:28337934-28339444
2211,002000200000,chr7:28665725-28667070,chr7:29447636-29449497,chr7:29141632-29143045,chr7:28428277-28430272
2211,011000200000,chr7:28665725-28667070,chr7:28966143-28967543,chr7:29141632-29143045,chr7:28428277-28430272
2222,000020110000,chr18:75414088-75415656,chr18:74694667-74696187,chr18:74515170-74516622,chr18:74586640-74588308
2211,000200020000,chr1:25156315-25158173,chr1:25105721-25107198,chr1:25014324-25016008,chr1:25160975-25162272
3111,001200000001,chr1:25156315-25158173,chr1:25105721-25107198,chr1:25014324-25016008,chr1:24919440-24920895
3111,100200000001,chr1:24527754-24529398,chr1:25156315-25158173,chr1:25105721-25107198,chr1:25014324-25016008
2211,000200110000,chr1:25156315-25158173,chr1:25105721-25107198,chr1:24867443-24869331,chr1:24919440-24920895
2211,100100110000,chr1:25156315-25158173,chr1:25105721-25107198,chr1:24741327-24743026,chr1:24919440-24920895
3111,101100000001,chr1:25156315-25158173,chr1:25105721-25107198,chr1:24527754-24529398,chr1:24919440-24920895
2211,100110010000,chr1:24620442-24622213,chr1:25156315-25158173,chr1:25105721-25107198,chr1:24527754-24529398
2211,100110010000,chr1:25156315-25158173,chr1:25105721-25107198,chr1:24527754-24529398,chr1:24711026-24712628
2211,101020000000,chr3:196248988-196250367,chr3:196245411-196247016,chr3:196212522-196214040,chr3:195585583-195587132
2211,101020000000,chr3:195589348-195590856,chr3:196248988-196250367,chr3:196245411-196247016,chr3:195585583-195587132
3221,001010011000,chr3:195922877-195924368,chr3:196248988-196250367,chr3:196245411-196247016,chr3:195585583-195587132
3111,201000001000,chr3:195641154-195642813,chr3:196248988-196250367,chr3:196245411-196247016,chr3:195585583-195587132
2222,000020110000,chr3:196248988-196250367,chr3:196245411-196247016,chr3:195979775-195981432,chr3:195585583-195587132
2211,001110010000,chr3:195922877-195924368,chr3:196248988-196250367,chr3:195799590-195801082,chr3:195585583-195587132
3111,101100001000,chr3:195922877-195924368,chr3:196248988-196250367,chr3:195641154-195642813,chr3:195585583-195587132
2211,000210100000,chr3:195922877-195924368,chr3:196248988-196250367,chr3:195979775-195981432,chr3:195585583-195587132
2211,101020000000,chr3:195589348-195590856,chr3:195641154-195642813,chr3:196248988-196250367,chr3:195585583-195587132
2211,100110100000,chr3:195641154-195642813,chr3:196248988-196250367,chr3:195979775-195981432,chr3:195585583-195587132
2211,101000110000,chr3:196248988-196250367,chr3:196171800-196173090,chr3:195979775-195981432,chr3:195585583-195587132
2211,101010010000,chr3:196248988-196250367,chr3:196245411-196247016,chr3:195979775-195981432,chr3:196212522-196214040
2211,001110010000,chr3:195922877-195924368,chr3:196248988-196250367,chr3:196245411-196247016,chr3:195979775-195981432
2211,101010010000,chr3:195589348-195590856,chr3:196248988-196250367,chr3:196245411-196247016,chr3:195979775-195981432
3111,102000000001,chr3:196248988-196250367,chr3:196245411-196247016,chr3:195979775-195981432,chr3:196171800-196173090
2211,002000110000,chr9:128320135-128321871,chr9:129253016-129254691,chr9:128189711-128191324,chr9:128393071-128394555
2211,002000110000,chr9:128320135-128321871,chr9:129160167-129161691,chr9:128189711-128191324,chr9:128393071-128394555
2211,000210010000,chr3:149229483-149231163,chr3:149286273-149287961,chr3:149434582-149436413,chr3:149620062-149621656
2211,100110010000,chr3:149229483-149231163,chr3:149197564-149199103,chr3:149434582-149436413,chr3:149620062-149621656
3111,000300001000,chr3:149229483-149231163,chr3:149434582-149436413,chr3:148837361-148839459,chr3:149620062-149621656
3111,000300001000,chr3:149229483-149231163,chr3:149434582-149436413,chr3:149620062-149621656,chr3:149211436-149212914
2211,100110010000,chr3:149229483-149231163,chr3:149938169-149940008,chr3:149434582-149436413,chr3:149620062-149621656
2211,001110010000,chr3:149229483-149231163,chr3:149434582-149436413,chr3:149482737-149484533,chr3:149620062-149621656
2211,000210010000,chr3:149229483-149231163,chr3:148672537-148674276,chr3:148837361-148839459,chr3:149620062-149621656
3111,000300001000,chr3:149229483-149231163,chr3:148837361-148839459,chr3:149620062-149621656,chr3:149211436-149212914
2211,100110010000,chr3:149229483-149231163,chr3:149938169-149940008,chr3:148837361-148839459,chr3:149620062-149621656
2211,001110010000,chr3:149229483-149231163,chr3:149482737-149484533,chr3:148837361-148839459,chr3:149620062-149621656
2211,100110010000,chr3:149229483-149231163,chr3:149938169-149940008,chr3:149620062-149621656,chr3:149211436-149212914
2211,001110010000,chr3:149229483-149231163,chr3:149482737-149484533,chr3:149620062-149621656,chr3:149211436-149212914
2211,100110010000,chr3:149229483-149231163,chr3:149938169-149940008,chr3:150212765-150214489,chr3:149620062-149621656
2211,100110010000,chr3:149229483-149231163,chr3:149653962-149655519,chr3:149938169-149940008,chr3:149620062-149621656
3111,201000000001,chr3:149229483-149231163,chr3:149938169-149940008,chr3:149482737-149484533,chr3:149620062-149621656
2211,100100110000,chr3:149229483-149231163,chr3:149525341-149526963,chr3:149482737-149484533,chr3:149620062-149621656
2211,001110010000,chr3:149938169-149940008,chr3:149956273-149957998,chr3:150212765-150214489,chr3:149620062-149621656
2211,001110010000,chr3:149938169-149940008,chr3:150212765-150214489,chr3:149944976-149946443,chr3:149620062-149621656
3111,000300001000,chr3:149938169-149940008,chr3:149653962-149655519,chr3:150212765-150214489,chr3:149620062-149621656
2211,001110010000,chr3:149938169-149940008,chr3:150212765-150214489,chr3:149482737-149484533,chr3:149620062-149621656
2211,001110010000,chr3:149938169-149940008,chr3:149653962-149655519,chr3:149482737-149484533,chr3:149620062-149621656
2211,100100110000,chr3:149938169-149940008,chr3:149525341-149526963,chr3:149482737-149484533,chr3:149620062-149621656
2211,001100110000,chr3:149525341-149526963,chr3:149482737-149484533,chr3:149620062-149621656,chr3:149488879-149490382
2211,200020000000,chr9:33286385-33288328,chr9:33402773-33404250,chr9:33374319-33375940,chr9:33414709-33416476
2211,100120000000,chr9:33516873-33518273,chr9:33286385-33288328,chr9:33402773-33404250,chr9:33414709-33416476
3111,000300000010,chr1:51394375-51396143,chr1:51215047-51216748,chr1:51654511-51656085,chr1:51239729-51241535
2211,001100110000,chr1:51657308-51658793,chr1:51394375-51396143,chr1:51215047-51216748,chr1:51654511-51656085
2211,100100110000,chr1:51761790-51763373,chr1:51215047-51216748,chr1:51654511-51656085,chr1:51239729-51241535
2211,001100110000,chr1:51657308-51658793,chr1:51215047-51216748,chr1:51654511-51656085,chr1:51239729-51241535
2211,101000110000,chr1:51657308-51658793,chr1:51761790-51763373,chr1:51215047-51216748,chr1:51654511-51656085
2211,000210100000,chr1:51657308-51658793,chr1:51761790-51763373,chr1:51215047-51216748,chr1:51239729-51241535
3111,001200000001,chr10:90594524-90596502,chr10:90972492-90973894,chr10:90788848-90790656,chr10:90746108-90747642
3111,101100000001,chr10:90972492-90973894,chr10:90788848-90790656,chr10:90691879-90693303,chr10:90746108-90747642
2211,002000020000,chr10:90594524-90596502,chr10:90972492-90973894,chr10:90624732-90626123,chr10:90746108-90747642
3221,001010010001,chr10:90594524-90596502,chr10:90972492-90973894,chr10:90691879-90693303,chr10:90746108-90747642
2211,002010010000,chr10:90972492-90973894,chr10:90551062-90552609,chr10:90691879-90693303,chr10:90746108-90747642
2211,002010010000,chr1:51657308-51658793,chr1:51761790-51763373,chr1:51654511-51656085,chr1:51239729-51241535
3221,100010100001,chr9:97544707-97546495,chr9:97430230-97432378,chr9:97442980-97444976,chr9:97889335-97891170
2211,100110010000,chr9:97544707-97546495,chr9:97849424-97850830,chr9:97430230-97432378,chr9:97889335-97891170
2211,200010100000,chr14:54832981-54834616,chr14:54907463-54908995,chr14:54954214-54956700,chr14:55029999-55033038
2211,200010100000,chr14:55271882-55273624,chr14:54832981-54834616,chr14:54907463-54908995,chr14:54954214-54956700
2211,101010100000,chr14:54832981-54834616,chr14:54954214-54956700,chr14:55029999-55033038,chr14:55157735-55159274
3221,100020000010,chr14:55271882-55273624,chr14:54832981-54834616,chr14:54954214-54956700,chr14:55029999-55033038
2211,200010100000,chr14:55271882-55273624,chr14:54832981-54834616,chr14:54954214-54956700,chr14:54975726-54977300
3111,002100001000,chr4:139951030-139952766,chr4:140019762-140021631,chr4:140215935-140217921,chr4:140150056-140151600
2211,001110100000,chr1:161149878-161151427,chr1:161161621-161163316,chr1:161260728-161262203,chr1:161351309-161352888
3221,001020000010,chr1:161178910-161180652,chr1:161161621-161163316,chr1:161260728-161262203,chr1:161351309-161352888
2211,200020000000,chr15:73852143-73853934,chr15:73928232-73929941,chr15:73831415-73833011,chr15:74073065-74074546
3221,001000200010,chr3:124211058-124212766,chr3:124268615-124270150,chr3:124069985-124071648,chr3:124186353-124187993
3221,001000200010,chr3:124268615-124270150,chr3:124069985-124071648,chr3:123797680-123799167,chr3:124186353-124187993
3221,001000200010,chr3:123999802-124001512,chr3:124268615-124270150,chr3:124069985-124071648,chr3:124186353-124187993
3322,000000110020,chr3:124268615-124270150,chr3:124069985-124071648,chr3:124277573-124279569,chr3:124186353-124187993
3221,001000200010,chr3:123734878-123736148,chr3:124268615-124270150,chr3:124069985-124071648,chr3:124186353-124187993
3221,001000110010,chr3:123999802-124001512,chr3:124069985-124071648,chr3:124277573-124279569,chr3:124186353-124187993
3221,001000200010,chr3:123999802-124001512,chr3:123734878-123736148,chr3:124069985-124071648,chr3:124186353-124187993
3221,001000200001,chr3:124211058-124212766,chr3:124069985-124071648,chr3:124277573-124279569,chr3:124186353-124187993
3221,000100200001,chr3:124406889-124408610,chr3:124069985-124071648,chr3:124277573-124279569,chr3:124186353-124187993
3221,001000110010,chr3:123734878-123736148,chr3:124069985-124071648,chr3:124277573-124279569,chr3:124186353-124187993
